part_no,annotator_human,annotator_chatgpt,annotator_chatgpt_empathy,dialog_id,emotion,sentiment,plutchik,situation,speaker_uttr,response_human,response_chatgpt,response_chatgpt_empathy,rating_human,rating_chatgpt,rating_chatgpt_empathy,empathy_propensity_human,empathy_propensity_chatgpt,empathy_propensity_chatgpt_empathy,empathy_arr_human,empathy_arr_chatgpt,empathy_arr_chatgpt_empathy,miti_human,miti_chatgpt,miti_chatgpt_empathy
119,5c30e433bd79600001c29258,5f6a064fecc7cb03c2b61542,6151cfe3ba49dd3ad62708ee,hit:1498_conv:2996,lonely,negative,sadness,Peace and quiet while you are studying is nice but when you are done and no one is around it tough.  I need human interaction.,Just finished studying.  The peace helped me concentrate but now no one is around to celebrate with.,That's too bad. It's nice to have friends to revel in our victories. Why don't you get yourself a beer and relax on the porch?,"That's great! Congratulations on finishing your study session. Even if you're alone, you should still celebrate your achievement. Maybe treat yourself to something you enjoy?","I can understand how you're feeling. It's great that you were able to concentrate, but it's natural to want to share your accomplishment. Remember, your hard work is worth celebrating, even if it's just by yourself.",2,2,2,43,43,38,"[1, 0, 2, -2, 2, 0, 0, 1, 1, 1, -1, 0, 0, -1, -1, 0]","[0, -1, 1, -2, 0, 1, -2, 0, -1, 0, 0, -1, 0, -1, -2, 1]","[-1, 0, 2, -1, 1, 1, 1, 0, -1, 0, -1, -1, 1, 0, -1, 0]","['Support', 'Affirm', 'Advise without Permission']","['Affirm', 'Affirm', 'Advise without Permission', 'Closed Question']","['Affirm', 'Affirm', 'Advise without Permission', 'Closed Question']"
119,5c30e433bd79600001c29258,5f6a064fecc7cb03c2b61542,6151cfe3ba49dd3ad62708ee,hit:9203_conv:18406,hopeful,positive,anticipation,I have had bad luck in the past with cars but I know its about to turn around,I have never had a decent car,"That's too bad. In all fairness, no one really needs a good car. I have a beater, but it's get me from place to place. That's all that really matters.",I'm sorry to hear that. Having a reliable car can make a big difference. What kind of car would you ideally like to have?,I'm really sorry to hear that. It must be tough not having a reliable car. I hope things get better for you soon.,3,3,1,43,43,38,"[1, 0, 2, -2, 2, 0, 0, 1, 1, 1, -1, 0, 0, -1, -1, 0]","[0, -1, 1, -2, 0, 1, -2, 0, -1, 0, 0, -1, 0, -1, -2, 1]","[-1, 0, 2, -1, 1, 1, 1, 0, -1, 0, -1, -1, 1, 0, -1, 0]","['Support', 'Give Information', 'Self-Disclose', 'Give Information']","['Support', 'Give Information', 'Open Question']","['Support', 'Give Information', 'Open Question']"
119,5c30e433bd79600001c29258,5f6a064fecc7cb03c2b61542,6151cfe3ba49dd3ad62708ee,hit:9597_conv:19195,embarrassed,negative,disapproval,I didn't wear a belt today and my pants fit pretty loose... They pretty much fell down while I was at work today.,I didn't wear a belt today and my pants fit pretty loose... They pretty much fell down while I was at work today.,"Oh well that would have been embarrassing, but if you were trying to shed a few pounds I would say your doing a great job!","Oh no, that must have been quite embarrassing! Maybe consider keeping a spare belt at work for such situations. Or, you could try pants with adjustable waistbands.","Oh no, that sounds really embarrassing! I'm sorry you had to go through that. We all have those days when things don't go as planned.",3,3,2,43,43,38,"[1, 0, 2, -2, 2, 0, 0, 1, 1, 1, -1, 0, 0, -1, -1, 0]","[0, -1, 1, -2, 0, 1, -2, 0, -1, 0, 0, -1, 0, -1, -2, 1]","[-1, 0, 2, -1, 1, 1, 1, 0, -1, 0, -1, -1, 1, 0, -1, 0]",['Affirm'],"['Support', 'Advise without Permission', 'Advise without Permission']","['Support', 'Advise without Permission', 'Advise without Permission']"
119,5c30e433bd79600001c29258,5f6a064fecc7cb03c2b61542,6151cfe3ba49dd3ad62708ee,hit:10777_conv:21554,angry,negative,anger,i'm mad at my mother because she didn't call me,"i recently discovered that my father is sick , i tried to contact my mother to see what happened but she didn't answer. i'm so mad at her because she didn't even try to call me again.","Could she just be too distraught to pick up a phone? I agree that she owes that much to you but, maybe shes too broken atm","I'm really sorry to hear about your father's illness. It must be tough. Maybe your mother is also struggling to cope with the situation. Try reaching out to her again, she might need your support too.",I'm really sorry to hear about your father's illness. It must be tough not getting the support you need from your mother. It's okay to feel upset about this.,2,3,3,43,43,38,"[1, 0, 2, -2, 2, 0, 0, 1, 1, 1, -1, 0, 0, -1, -1, 0]","[0, -1, 1, -2, 0, 1, -2, 0, -1, 0, 0, -1, 0, -1, -2, 1]","[-1, 0, 2, -1, 1, 1, 1, 0, -1, 0, -1, -1, 1, 0, -1, 0]","['Closed Question', 'Complex Reflection']","['Support', 'Support', 'Complex Reflection', 'Advise without Permission']","['Support', 'Support', 'Complex Reflection', 'Advise without Permission']"
119,5c30e433bd79600001c29258,5f6a064fecc7cb03c2b61542,6151cfe3ba49dd3ad62708ee,hit:11256_conv:22512,content,positive,joy,"My wife got us a super comfortable recliner, and its so comfy I almost never want to get out of it.","My wife bought us a super comfortable double recliner, and every since we got it, I never want to get out of it.",Oh nice! I need one of those! My couch is so uncomfortable. It would be hard to get out of a new recliner for me as well.,That sounds like a fantastic purchase! It's great to have a comfortable spot to relax in. Just remember to balance relaxation with some physical activity too!,I can totally understand why you'd feel that way! A comfortable recliner can be so inviting. It sounds like your wife made a great choice.,3,2,2,43,43,38,"[1, 0, 2, -2, 2, 0, 0, 1, 1, 1, -1, 0, 0, -1, -1, 0]","[0, -1, 1, -2, 0, 1, -2, 0, -1, 0, 0, -1, 0, -1, -2, 1]","[-1, 0, 2, -1, 1, 1, 1, 0, -1, 0, -1, -1, 1, 0, -1, 0]","['Affirm', 'Self-Disclose', 'Self-Disclose', 'Self-Disclose']","['Affirm', 'Affirm', 'Direct']","['Affirm', 'Affirm', 'Direct']"
119,5c30e433bd79600001c29258,5f6a064fecc7cb03c2b61542,6151cfe3ba49dd3ad62708ee,hit:2862_conv:5725,anticipating,positive,anticipation,My daughter is going to be a senior in high school this year. She will graduate and go to college next year. I am so excited for her.,My daughter is going to be a senior in high school this year. I am so excited for her.,That's fantastic! Senior year can be such a fun experience! I hope that she enjoys it. Is she going to take a senior trip?,That's wonderful news! Senior year is such a special time. It's filled with memorable moments and important decisions. I'm sure she'll make the most of it.,That's wonderful! It's such an exciting time for both of you. I'm sure she'll make the most of her senior year. Enjoy these special moments!,3,3,3,43,43,38,"[1, 0, 2, -2, 2, 0, 0, 1, 1, 1, -1, 0, 0, -1, -1, 0]","[0, -1, 1, -2, 0, 1, -2, 0, -1, 0, 0, -1, 0, -1, -2, 1]","[-1, 0, 2, -1, 1, 1, 1, 0, -1, 0, -1, -1, 1, 0, -1, 0]","['Affirm', 'Complex Reflection', 'Support', 'Closed Question']","['Affirm', 'Give Information', 'Give Information', 'Support']","['Affirm', 'Give Information', 'Give Information', 'Support']"
119,5c30e433bd79600001c29258,5f6a064fecc7cb03c2b61542,6151cfe3ba49dd3ad62708ee,hit:10787_conv:21575,ashamed,negative,disapproval,when I was younger I was ashamed that I went into a comic book store with a good friend of mine and tried to steal a lot of comic books but luckily I was caught ,when i was younger I did something I was very embarrassed about,"we all make mistakes , what's important is to learn from them! and you were young so it's okay you know?",We all have moments from our past that make us cringe. It's part of growing up and learning. The important thing is to learn from those experiences and move forward.,I can understand how you might still feel embarrassed about past actions. We all have moments we're not proud of. It's part of growing and learning.,3,3,1,43,43,38,"[1, 0, 2, -2, 2, 0, 0, 1, 1, 1, -1, 0, 0, -1, -1, 0]","[0, -1, 1, -2, 0, 1, -2, 0, -1, 0, 0, -1, 0, -1, -2, 1]","[-1, 0, 2, -1, 1, 1, 1, 0, -1, 0, -1, -1, 1, 0, -1, 0]","['Advise without Permission', 'Support']","['Give Information', 'Give Information', 'Advise without Permission']","['Give Information', 'Give Information', 'Advise without Permission']"
119,5c30e433bd79600001c29258,5f6a064fecc7cb03c2b61542,6151cfe3ba49dd3ad62708ee,hit:2163_conv:4327,lonely,negative,sadness,"I was always socially awkward, i feel so lonely",I'm kind of socially awkward and I don't know how to start conversations in real life. I wish i had more friends,having a few good friends or even one is better then having a bunch of fake ones. It is hard to make friends as an adult that are true friends even if you are great at it! So don't feel bad,"I understand how you feel. Starting conversations can be challenging. Maybe you could try finding common interests with people around you. Joining clubs or groups related to your hobbies could also help. Remember, it's okay to take small steps.","I understand how you feel. Starting conversations can be challenging, especially when you're feeling socially awkward. Remember, it's okay to take small steps. Maybe we can brainstorm some strategies together?",2,3,2,43,43,38,"[1, 0, 2, -2, 2, 0, 0, 1, 1, 1, -1, 0, 0, -1, -1, 0]","[0, -1, 1, -2, 0, 1, -2, 0, -1, 0, 0, -1, 0, -1, -2, 1]","[-1, 0, 2, -1, 1, 1, 1, 0, -1, 0, -1, -1, 1, 0, -1, 0]","['Advise without Permission', 'Simple Reflection', 'Direct']","['Support', 'Give Information', 'Advise without Permission', 'Advise without Permission', 'Advise without Permission']","['Support', 'Give Information', 'Advise without Permission', 'Advise without Permission', 'Advise without Permission']"
119,5c30e433bd79600001c29258,5f6a064fecc7cb03c2b61542,6151cfe3ba49dd3ad62708ee,hit:10942_conv:21884,afraid,negative,fear,I saw a spider running across my desk and screamed,"Yesterday, I saw a spider run across my desk and I scream so loud.","Hahaha, that is hilarious! We have some mega spiders where I live. Imagine pulling some toilet paper and a huge spider the size of your hand comes jumping out. It happened to me!!","Oh no, that must have been quite a surprise! Spiders can be startling, especially when they appear unexpectedly. Are you okay now?","I can understand why you'd be startled! Many people have a fear of spiders. It's okay, it's a natural reaction to be scared in such situations.",3,2,2,43,43,38,"[1, 0, 2, -2, 2, 0, 0, 1, 1, 1, -1, 0, 0, -1, -1, 0]","[0, -1, 1, -2, 0, 1, -2, 0, -1, 0, 0, -1, 0, -1, -2, 1]","[-1, 0, 2, -1, 1, 1, 1, 0, -1, 0, -1, -1, 1, 0, -1, 0]","['Affirm', 'Self-Disclose', 'Complex Reflection', 'Self-Disclose', 'Other']","['Support', 'Give Information', 'Closed Question']","['Support', 'Give Information', 'Closed Question']"
119,5c30e433bd79600001c29258,5f6a064fecc7cb03c2b61542,6151cfe3ba49dd3ad62708ee,hit:12349_conv:24698,proud,positive,optimism,I won the national debate championship. ,The results came in and I won the national debate championship with my team!,"Hey, congratulations. That must have been a lot of hard work. I wish I put more time into extracurricular stuff like that. It's a good look in the future. Especially the debate team--you develop so many good life skills with that!",That's fantastic news! Congratulations to you and your team. Winning the national debate championship is a significant achievement. Your hard work and dedication have truly paid off.,That's fantastic news! Congratulations on winning the national debate championship. Your hard work and dedication have truly paid off. Enjoy this well-deserved victory!,3,3,2,43,43,38,"[1, 0, 2, -2, 2, 0, 0, 1, 1, 1, -1, 0, 0, -1, -1, 0]","[0, -1, 1, -2, 0, 1, -2, 0, -1, 0, 0, -1, 0, -1, -2, 1]","[-1, 0, 2, -1, 1, 1, 1, 0, -1, 0, -1, -1, 1, 0, -1, 0]","['Affirm', 'Complex Reflection', 'Self-Disclose', 'Affirm', 'Complex Reflection']","['Affirm', 'Affirm', 'Affirm', 'Affirm']","['Affirm', 'Affirm', 'Affirm', 'Affirm']"
120,5f56a6646e11c111125188bc,5fc4bc07be970b93ac1ac3b2,613375b4d241a26b37020464,hit:8273_conv:16547,anticipating,positive,anticipation,I'm looking forward to the upcoming weekend.,I'm looking forward to the upcoming weekend.,"I hear you on that. I'm visiting my girlfriend, but she still has to work, so the weekend is really the only time we can hang out. Do you have any special plans?",That's great! Do you have any special plans or are you just going to enjoy some well-deserved rest and relaxation? Weekends can be a wonderful time to recharge.,That's great to hear! Weekends can be a wonderful time to relax and recharge. Do you have any special plans or activities you're excited about?,2,3,3,51,41,57,"[2, -1, 1, -1, 1, 1, -1, 1, 2, -1, -2, -1, 1, -1, -1, 1]","[0, -1, 1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, -1, -2, 1]","[1, -1, 2, -2, 2, 1, -2, 1, 1, -2, -2, -2, 2, -2, -1, 1]","['Support', 'Self-Disclose', 'Closed Question']","['Affirm', 'Closed Question', 'Give Information']","['Affirm', 'Closed Question', 'Give Information']"
120,5f56a6646e11c111125188bc,5fc4bc07be970b93ac1ac3b2,613375b4d241a26b37020464,hit:4785_conv:9570,nostalgic,negative,sadness,I remember when me and my brother used to play video games together,I remember when me and my brother used to play video games together. nintendo and stuff.. it was so much fun. i miss those times,"awww, i used to play sega with my brother :) it was awesome. streets of rage was my favorite game","Those sound like wonderful memories! Video games, especially Nintendo, have a way of bringing people together. Maybe you could arrange a gaming session with your brother for old times' sake?",I can understand why you miss those times. Playing video games with your brother must have created some wonderful memories. It's special to reminisce about shared moments of joy.,2,3,3,51,41,57,"[2, -1, 1, -1, 1, 1, -1, 1, 2, -1, -2, -1, 1, -1, -1, 1]","[0, -1, 1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, -1, -2, 1]","[1, -1, 2, -2, 2, 1, -2, 1, 1, -2, -2, -2, 2, -2, -1, 1]","['Self-Disclose', 'Self-Disclose']","['Complex Reflection', 'Give Information', 'Advise without Permission']","['Complex Reflection', 'Give Information', 'Advise without Permission']"
120,5f56a6646e11c111125188bc,5fc4bc07be970b93ac1ac3b2,613375b4d241a26b37020464,hit:9536_conv:19073,angry,negative,anger,There was a bad accident this morning by my daughter's school because a careless driver wasn't going the speed limit in the school zone I was so mad because a child could have been hurt. ,I dislike a careless driver and this morning I was furious with one by my daughters elementary school. ,Oh I know how you feel! I wish there was some kind of hotline where you could report a license plate to law enforcement so they would get in trouble for being stupid with kids around,"I completely understand your frustration. It's crucial for drivers to be extra cautious, especially near schools. Have you considered reporting this to local authorities for the safety of the children?","I'm really sorry to hear about your experience. It's understandable to feel upset, especially when the safety of children is at stake. It's important to address such issues for everyone's safety.",3,2,3,51,41,57,"[2, -1, 1, -1, 1, 1, -1, 1, 2, -1, -2, -1, 1, -1, -1, 1]","[0, -1, 1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, -1, -2, 1]","[1, -1, 2, -2, 2, 1, -2, 1, 1, -2, -2, -2, 2, -2, -1, 1]","['Support', 'Advise without Permission']","['Support', 'Give Information', 'Closed Question']","['Support', 'Give Information', 'Closed Question']"
120,5f56a6646e11c111125188bc,5fc4bc07be970b93ac1ac3b2,613375b4d241a26b37020464,hit:9126_conv:18252,embarrassed,negative,disapproval,I saw a yearbook with my in from when I was a kid. It just made me feel weird to look at it,I saw a year book from way back with me in school as a kid. I felt weird looking at it,"It is kind of odd to look at ourselves from that long ago, and we didn't even realize what we looked like usually at that time.","It's natural to feel a bit strange when looking back at old photos. They're a snapshot of a different time in our lives. It can stir up a mix of nostalgia, embarrassment, and even surprise at how much we've changed.","I can understand why you might feel that way. Looking at old photos can stir up a mix of emotions. It's like a journey back in time, isn't it?",3,2,2,51,41,57,"[2, -1, 1, -1, 1, 1, -1, 1, 2, -1, -2, -1, 1, -1, -1, 1]","[0, -1, 1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, -1, -2, 1]","[1, -1, 2, -2, 2, 1, -2, 1, 1, -2, -2, -2, 2, -2, -1, 1]",['Give Information'],"['Affirm', 'Give Information', 'Give Information']","['Affirm', 'Give Information', 'Give Information']"
120,5f56a6646e11c111125188bc,5fc4bc07be970b93ac1ac3b2,613375b4d241a26b37020464,hit:11567_conv:23134,ashamed,negative,disapproval,"My son wants to join soccer, but I just don't want to have to take him to practices and I am a bit ashamed about that.","So, is it wrong to not want your child to join a sport because you just don't want to have to take them to practices?",Haha! No! It's not wrong! My son played travel baseball for 6 years and we spent 6 days a week at the ballfields!,"It's not necessarily wrong, but it's important to consider your child's interests and development. Sports can provide valuable lessons in teamwork, discipline, and physical health. Maybe there's a compromise, like carpooling or nearby activities.","It's completely understandable that you might feel this way. Balancing personal time and parental responsibilities can be challenging. It's important to consider your child's interests too, and perhaps find a compromise that works for both of you.",3,2,2,51,41,57,"[2, -1, 1, -1, 1, 1, -1, 1, 2, -1, -2, -1, 1, -1, -1, 1]","[0, -1, 1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, -1, -2, 1]","[1, -1, 2, -2, 2, 1, -2, 1, 1, -2, -2, -2, 2, -2, -1, 1]","['Other', 'Affirm', 'Support', 'Self-Disclose']","['Advise without Permission', 'Give Information', 'Advise without Permission']","['Advise without Permission', 'Give Information', 'Advise without Permission']"
120,5f56a6646e11c111125188bc,5fc4bc07be970b93ac1ac3b2,613375b4d241a26b37020464,hit:3910_conv:7821,anticipating,positive,anticipation,I could not wait to start school this past semester. I just wanted to learn,I could not wait to start school last semester. I wanted to learn more,It is nice that you love learning so much.  What are you studying that you like that much?,That's a great attitude towards education! It's always exciting to start a new semester with fresh subjects to explore. What are you most interested in learning about?,That's great to hear! It's wonderful that you're so eager to learn and grow. Education can open so many doors. How has your experience been so far?,3,3,3,51,41,57,"[2, -1, 1, -1, 1, 1, -1, 1, 2, -1, -2, -1, 1, -1, -1, 1]","[0, -1, 1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, -1, -2, 1]","[1, -1, 2, -2, 2, 1, -2, 1, 1, -2, -2, -2, 2, -2, -1, 1]","['Affirm', 'Open Question']","['Affirm', 'Complex Reflection', 'Open Question']","['Affirm', 'Complex Reflection', 'Open Question']"
120,5f56a6646e11c111125188bc,5fc4bc07be970b93ac1ac3b2,613375b4d241a26b37020464,hit:11564_conv:23129,trusting,positive,trust," i just got off a call with a kid in a university , he said he would pay me 5 bux i trusted him","Earlier a phd student posted he wanted to talk to someone on a fb online forum , i did he sounded like a nice kid , he promised to pay me , i trusted him",That's good that you trusted him. Sometimes I miss out on good opportunities because it is hard to trust.,It's great that you were able to help out a PhD student. Trust is important in such interactions. Did he follow through with his promise to pay you?,"I'm really sorry to hear that you're feeling let down. It's tough when trust is broken, especially when you were just trying to help. Remember, your kindness is a strength.",2,1,3,51,41,57,"[2, -1, 1, -1, 1, 1, -1, 1, 2, -1, -2, -1, 1, -1, -1, 1]","[0, -1, 1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, -1, -2, 1]","[1, -1, 2, -2, 2, 1, -2, 1, 1, -2, -2, -2, 2, -2, -1, 1]","['Affirm', 'Self-Disclose']","['Affirm', 'Give Information', 'Closed Question']","['Affirm', 'Give Information', 'Closed Question']"
120,5f56a6646e11c111125188bc,5fc4bc07be970b93ac1ac3b2,613375b4d241a26b37020464,hit:5488_conv:10976,anticipating,positive,anticipation,I am waiting intensely for a call back for a new job!  I figure I have it!,I am waiting intensely for a call back for a new job! I figure I have it!,Oh that is awesome! Im sure you do! Waiting for that can really feel like forever when its only been a few minutes!,"That's fantastic! It's great to see your confidence. Remember, whatever the outcome, it's a step forward in your career journey. Best of luck!","That's really exciting! The waiting can be nerve-wracking, but it sounds like you're confident. I'm keeping my fingers crossed for you.",3,3,3,51,41,57,"[2, -1, 1, -1, 1, 1, -1, 1, 2, -1, -2, -1, 1, -1, -1, 1]","[0, -1, 1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, -1, -2, 1]","[1, -1, 2, -2, 2, 1, -2, 1, 1, -2, -2, -2, 2, -2, -1, 1]","['Affirm', 'Support', 'Complex Reflection']","['Affirm', 'Affirm', 'Direct', 'Support']","['Affirm', 'Affirm', 'Direct', 'Support']"
120,5f56a6646e11c111125188bc,5fc4bc07be970b93ac1ac3b2,613375b4d241a26b37020464,hit:9146_conv:18292,grateful,positive,trust,I couldn't pay for all my groceries and someone came up from the line behind me and paid for the rest.  I was so touched!,I couldn't pay for all my groceries and someone came up from the line behind me and paid for the rest. I was so touched!,"Wow, how amazing is that!? I wish someone would do that for me! I mean, I don't think I buy more than $30 of groceries at a time since it's just me, but still!",That's such a heartwarming experience! It's wonderful to see acts of kindness like this. It just goes to show that there are still good people out there.,That's such a heartwarming experience! It's wonderful to see acts of kindness like this. It must have made a significant impact on your day.,2,3,3,51,41,57,"[2, -1, 1, -1, 1, 1, -1, 1, 2, -1, -2, -1, 1, -1, -1, 1]","[0, -1, 1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, -1, -2, 1]","[1, -1, 2, -2, 2, 1, -2, 1, 1, -2, -2, -2, 2, -2, -1, 1]","['Open Question', 'Support', 'Self-Disclose']","['Affirm', 'Affirm', 'Give Information']","['Affirm', 'Affirm', 'Give Information']"
120,5f56a6646e11c111125188bc,5fc4bc07be970b93ac1ac3b2,613375b4d241a26b37020464,hit:6743_conv:13487,disappointed,negative,sadness,I wish I could have visited my family this weekend. But I have a big project to work on.,I feel a bit sad about this weekend. I have to work on a big project for work instead of visiting my family.,I'm sorry to hear that. Hopefully after this project you can get some time off to spend with your family.,I'm really sorry to hear that. It's tough when work obligations interfere with personal plans. Try to stay positive and remember that your hard work will pay off. Maybe you can plan a special visit with your family once the project is completed.,"I'm really sorry to hear that you're feeling this way. It's tough when work obligations interfere with personal plans. Remember, it's okay to feel disappointed.",3,2,3,51,41,57,"[2, -1, 1, -1, 1, 1, -1, 1, 2, -1, -2, -1, 1, -1, -1, 1]","[0, -1, 1, 0, 0, 0, -1, 0, 0, -1, -1, 0, 0, -1, -2, 1]","[1, -1, 2, -2, 2, 1, -2, 1, 1, -2, -2, -2, 2, -2, -1, 1]","['Support', 'Support']","['Support', 'Complex Reflection', 'Advise without Permission', 'Advise without Permission']","['Support', 'Complex Reflection', 'Advise without Permission', 'Advise without Permission']"
121,614cf1b2025f87af3ca56ebd,5ef945aa4ffead6e3ea69289,612f7826436df8fb008c4f0d,hit:3132_conv:6265,anxious,negative,fear,I can't wait until I have grandkids. ,I can't wait to have grandkids. IS that weird?,"Not to me!  Some part of me is anxious to be holding a grandchild, and then when they poop or get fussy, to hand them riiiiiiight back to their parents!",Not at all! It's natural to look forward to grandkids. They can bring so much joy and happiness. It's a new phase of life to anticipate and enjoy.,Not at all! It's natural to look forward to the joys of being a grandparent. It's a special time filled with love and new experiences.,1,3,2,51,53,48,"[-1, -1, 2, -1, 1, 1, -2, 1, -1, -1, -2, -2, 1, -2, -2, 2]","[1, -1, 2, -2, 2, 1, -1, 1, 0, -2, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 2, 1, -2, 2, 0, 2, -2, -1, 2, 2, -2, 2]","['Other', 'Give Information']","['Affirm', 'Affirm', 'Give Information', 'Give Information']","['Affirm', 'Affirm', 'Give Information', 'Give Information']"
121,614cf1b2025f87af3ca56ebd,5ef945aa4ffead6e3ea69289,612f7826436df8fb008c4f0d,hit:2100_conv:4201,embarrassed,negative,disapproval,"I fell walking up the stair today. There was a large group around, and people laughed at me.","I fell walking up the stair today. There was a large group around, and people laughed at me.",I think you should always focus on your strength then it won't matter who is there and what they say,"I'm really sorry to hear that. It must have been embarrassing for you. Remember, everyone has clumsy moments. Don't let it get to you. Tomorrow is a new day.","I'm really sorry to hear that you had such an embarrassing experience. It's tough when you feel like you're the butt of the joke. Remember, everyone has clumsy moments.",3,2,3,51,53,48,"[-1, -1, 2, -1, 1, 1, -2, 1, -1, -1, -2, -2, 1, -2, -2, 2]","[1, -1, 2, -2, 2, 1, -1, 1, 0, -2, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 2, 1, -2, 2, 0, 2, -2, -1, 2, 2, -2, 2]",['Advise without Permission'],"['Support', 'Complex Reflection', 'Give Information', 'Direct', 'Other']","['Support', 'Complex Reflection', 'Give Information', 'Direct', 'Other']"
121,614cf1b2025f87af3ca56ebd,5ef945aa4ffead6e3ea69289,612f7826436df8fb008c4f0d,hit:3771_conv:7542,impressed,positive,surprised,I could not believe how well my friend's niece did at her dance recital,I went to my friend's niece's dance recital this weekend. I could not believe how well she did.,Ive never been to one of those.  Is she really young or is she like a professional dancer?,"That's wonderful to hear! It's always impressive to see young talent shine. Dance recitals can be nerve-wracking, so her doing well speaks volumes about her potential.",That's wonderful to hear! It sounds like your friend's niece is very talented. It must have been a joy to watch her perform.,2,3,3,51,53,48,"[-1, -1, 2, -1, 1, 1, -2, 1, -1, -1, -2, -2, 1, -2, -2, 2]","[1, -1, 2, -2, 2, 1, -1, 1, 0, -2, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 2, 1, -2, 2, 0, 2, -2, -1, 2, 2, -2, 2]","['Self-Disclose', 'Closed Question']","['Affirm', 'Affirm', 'Give Information']","['Affirm', 'Affirm', 'Give Information']"
121,614cf1b2025f87af3ca56ebd,5ef945aa4ffead6e3ea69289,612f7826436df8fb008c4f0d,hit:6687_conv:13375,surprised,positive,surprised,I've been working hard as a waiter this summer. Kind of fun since it's helped me develop social skills.. One person even tipped me $25 when their order was only like $8. Caught me off-guard that someone wanted to be that nice to me,I've been working hard as a waiter this summer. Kind of fun since it's helped me develop social skills.. One person even tipped me $25 when their order was only like $8. Caught me off-guard that someone wanted to be that nice to me,I had some one tip me a $25 chip at the casino after seeing a pic of my daughter in my locket. I cried lol,That's fantastic! It's great to hear that you're enjoying your job and improving your social skills. And that generous tip is a testament to your excellent service. Keep up the good work!,"That's wonderful! It sounds like your hard work is not only helping you grow personally, but it's also being recognized and appreciated by others. Keep up the great work!",2,3,3,51,53,48,"[-1, -1, 2, -1, 1, 1, -2, 1, -1, -1, -2, -2, 1, -2, -2, 2]","[1, -1, 2, -2, 2, 1, -1, 1, 0, -2, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 2, 1, -2, 2, 0, 2, -2, -1, 2, 2, -2, 2]","['Self-Disclose', 'Self-Disclose']","['Affirm', 'Affirm', 'Affirm', 'Affirm']","['Affirm', 'Affirm', 'Affirm', 'Affirm']"
121,614cf1b2025f87af3ca56ebd,5ef945aa4ffead6e3ea69289,612f7826436df8fb008c4f0d,hit:12315_conv:24630,joyful,positive,joy,I got a scholarship for college.,I got approved for a scholarship for college that I had been competing for for many months!,Nice! I wish I was more active in searching for scholarships like it sounds like you are. But this one sounds like it was a lot of hard work to earn. I haven't been the smartest about lightening the student loan debt burden while in school. Good on you for looking ahead.,That's fantastic news! Congratulations on your scholarship approval. Your hard work and dedication have certainly paid off. This will surely make your college journey smoother. Keep up the good work!,That's fantastic news! Congratulations on your scholarship approval. Your hard work and dedication have truly paid off. This is a significant step towards your college journey.,1,3,3,51,53,48,"[-1, -1, 2, -1, 1, 1, -2, 1, -1, -1, -2, -2, 1, -2, -2, 2]","[1, -1, 2, -2, 2, 1, -1, 1, 0, -2, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 2, 1, -2, 2, 0, 2, -2, -1, 2, 2, -2, 2]","['Affirm', 'Self-Disclose', 'Simple Reflection', 'Self-Disclose', 'Affirm']","['Affirm', 'Affirm', 'Affirm', 'Give Information', 'Affirm']","['Affirm', 'Affirm', 'Affirm', 'Give Information', 'Affirm']"
121,614cf1b2025f87af3ca56ebd,5ef945aa4ffead6e3ea69289,612f7826436df8fb008c4f0d,hit:11299_conv:22599,disappointed,negative,sadness,I bought some cheap stocks hoping that they would go up in price. They didn't.,I bought some cheap stocks hoping that they would go up in price. They didn't.,Oh no! I used to be a financial advisor so I'm sure that was frustrating. I hope you didn't lose too much money!,"Investing in stocks can be unpredictable. It's important to research and understand the market trends before investing. Don't be discouraged, learning from losses is part of the process.","I'm really sorry to hear that your investment didn't work out as you hoped. It's disappointing when things don't go as planned. Remember, it's a learning experience.",3,2,3,51,53,48,"[-1, -1, 2, -1, 1, 1, -2, 1, -1, -1, -2, -2, 1, -2, -2, 2]","[1, -1, 2, -2, 2, 1, -1, 1, 0, -2, -1, -1, 1, -2, -2, 1]","[0, -1, 2, -1, 2, 1, -2, 2, 0, 2, -2, -1, 2, 2, -2, 2]","['Other', 'Self-Disclose', 'Support']","['Give Information', 'Give Information', 'Direct']","['Give Information', 'Give Information', 'Direct']"
